question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim informacijama. Međutim, izdavatelj eRačuna je dužan izdati eRačun za tuzemne transakcije, osim ako je izuzet od obveze izdavanja računa prema posebnom zakonu. Za inozemne transakcije bi se trebali konzultirati relevantni zakoni ili propisi koji se odnose na tu temu.",2.709545373916626,0.5,0.5,0.5,micro_overlap20
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Informacije o korištenju istog digitalnog certifikata za F1.0 i F2.0 nisu navedene. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz digitalne certifikate za te verzije.,1.7216756343841553,0.0,0.5,0.0,micro_overlap20
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,Informacije o primjeni članka 39. Zakona za B2B transakcije nisu dostupne u dostavljenim podacima. Preporučuje se konzultirati puni tekst Zakona za detalje o toj odredbi.,1.563826084136963,0.5,0.3,0.2,micro_overlap20
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,"Postupak s računima za predujam kod izdavanja konačnog računa uključuje fiskalizaciju računa, pri čemu se uzimaju u obzir svi relevantni podaci vezani uz predujam. Kada se konačni račun izdaje, potrebno je evidentirati sve iznose koji su prethodno plaćeni kao predujam, a postupak fiskalizacije se provodi u skladu s važećim propisima.",2.781184196472168,0.5,0.5,0.5,micro_overlap20
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Informacije o obvezama odvjetničkih ureda koji nisu u sustavu PDV-a nisu dostupne u dostavljenim podacima.,1.201174020767212,0.0,0.0,0.0,micro_overlap20
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,Informacije o zaštiti profesionalne tajne odvjetnika kod eRačuna nisu navedene. Preporučuje se konzultirati relevantne zakone ili propise koji se bave ovom tematikom za detaljnije informacije.,1.8658359050750732,0.5,0.5,0.0,micro_overlap20
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju označavanje je li obveznik u sustavu PDV-a ili nije na izdanom računu. Ako je OPG obveznik u sustavu PDV-a, oznaka će biti true, a u suprotnom false.",1.9700677394866943,0.0,0.5,0.0,micro_overlap20
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,"Na temelju dostupnih informacija, nije navedeno koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj. Preporučuje se konzultirati relevantne izvore ili propise koji se bave eRačunima za detaljnije informacije.",1.7094390392303467,0.0,0.0,0.0,micro_overlap20
Koja je razlika između poslovnih procesa P4 i P6?,Informacije o poslovnim procesima P4 i P6 nisu dostupne u dostavljenim podacima. Stoga nije moguće odgovoriti na pitanje o njihovim razlikama.,1.2812244892120361,0.5,0.2,0.0,micro_overlap20
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog nekoliko mogućih razloga, uključujući to da primatelj eRačuna nije dostavio identifikator poreznog obveznika, što je potrebno za pravilno zaprimanje eRačuna. Također, status eRačuna može biti označen kao nefiskaliziran ako nije zaprimljen, naplaćen ili je odbijen.",2.5230674743652344,0.5,0.5,0.5,micro_overlap20
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Informacije o mogućim kaznama za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene. Međutim, postoje šifrarnici poruka odgovora i grešaka koji se odnose na promjene podataka o načinu plaćanja, što može implicirati da se greške prate. Za detalje o kaznama, potrebno je konzultirati relevantne zakone ili propise.",2.87412166595459,0.5,0.5,0.5,micro_overlap20
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i pouzdanu komunikaciju između sudionika u procesu razmjene elektroničkih računa. Ovaj protokol osigurava integritet, povjerljivost i autentičnost podataka, što je ključno za ispunjavanje zakonskih zahtjeva i zaštitu informacija tijekom razmjene.",2.0656557083129883,0.5,0.5,0.5,micro_overlap20
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. paušalni obrt će se morati prilagoditi novim pravilima koja se odnose na fiskalizaciju i PDV. Ako obrt postane obveznik u sustavu PDV-a, to će značiti da će morati izdavati račune s oznakom koja potvrđuje njegov status u sustavu PDV-a. To će utjecati na način vođenja poslovnih knjiga, obračunavanje PDV-a i obvezu prijavljivanja PDV-a. Također, obrtnik će morati osigurati da su svi računi pravilno fiskalizirani, što može uključivati i promjene u načinu naplate, posebno za B2B kupce.",4.031956911087036,0.5,0.5,0.7,micro_overlap20
Što je eRačun i mora li biti u PDF formatu?,eRačun je elektronički račun koji mora biti u skladu s EU normom. Nema informacija o tome da li mora biti u PDF formatu.,1.595820426940918,0.5,0.5,0.5,micro_overlap40
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se osoba koja izdaje eRačun, dok je primatelj eRačuna osoba koja ga prima.",1.1166651248931885,0.5,0.5,0.5,micro_overlap40
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,Informacije o tome od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune nisu dostupne u dostavljenim podacima.,1.3369252681732178,0.5,0.0,0.0,micro_overlap40
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna odnosi se na obvezu izdavanja računa koji sadrže određene propisane podatke, a provodi se kako bi se osigurala transparentnost i kontrola u financijskim transakcijama. Obveznici fiskalizacije moraju provesti fiskalizaciju prilikom izdavanja računa, a to uključuje testiranje podataka s računa i poruka računa te podatke o prodaji.",2.348675012588501,0.5,0.5,0.5,micro_overlap40
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0 uključuju način izdavanja računa i korištenje tehnologije. Fiskalizacija 1.0 zahtijeva izdavanje računa putem elektroničkih naplatnih uređaja, dok Fiskalizacija 2.0 omogućava korištenje samoposlužnih uređaja uz programsku podršku za fiskalizaciju prodaje. Ove promjene reflektiraju napredak u tehnologiji i prilagodbu potrebama tržišta.",3.0575196743011475,0.0,0.5,0.0,micro_overlap40
Što je pristupna točka i tko može biti pristupna točka?,Informacije o pristupnoj točki nisu dostupne u dostavljenom sadržaju. Preporučujem da potražite dodatne izvore ili dokumente koji se bave tim pojmom.,1.2225074768066406,0.0,0.0,0.0,micro_overlap40
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,Informacijski posrednik koji je brisan s Popisa informacijskih posrednika mora ispuniti uvjete propisane člankom 59. kako bi mogao dalje obavljati poslove prema odredbama Zakona.,1.447279930114746,0.5,0.5,0.4,micro_overlap40
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,Aplikacija MIKROeRAČUN je besplatna aplikacija koja se može koristiti za upravljanje eRačunima. Porezni obveznici koji žele koristiti ovu aplikaciju moraju prihvatiti opće uvjete korištenja.,1.4204633235931396,0.5,0.5,0.5,micro_overlap40
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja prema odredbama koje su navedene u pravilniku, posebno u vezi s testiranjem podataka s računa i posebnim postupkom oporezivanja marže. Detalji o tim postupcima su definirani u relevantnim člancima pravilnika.",2.164788007736206,0.3,0.4,0.2,micro_overlap40
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun mora obavijestiti izdavatelja o odbijanju. Također, treba osigurati da je evidentirano da je eRačun zaprimljen i/ili odbijen.",1.3829505443572998,0.5,0.5,0.5,micro_overlap40
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak KPD-a je obvezan za primjenu u skladu s odredbama Zakona o fiskalizaciji. Obveznici primjene ovog zakona dužni su uključiti podatak o stavci KPD-a na eRačunu.,1.5902574062347412,0.5,0.5,0.5,micro_overlap40
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za provedbu fiskalizacije u prometu gotovinom. Omogućava obveznicima fiskalizacije da evidentiraju promet gotovinom, kao i da dostave potrebne podatke o samoposlužnim uređajima. Također, aplikacija može uključivati funkcionalnosti vezane uz testiranje sustava elektroničkih naplatnih uređaja, što je propisano pravilnikom Ministarstva financija.",1.9179868698120117,0.5,0.5,0.5,micro_overlap40
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim podacima ili transakcijom. To može značiti da račun čeka na daljnju obradu ili da nije usklađen s potrebnim informacijama u sustavu.",1.8380374908447266,0.5,0.5,0.6,micro_overlap40
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da postoji neka vrsta nesukladnosti ili problema s računom. Ovisno o prirodi odstupanja, može biti potrebno odbiti račun kako bi se ispravili eventualni problemi. Preporučuje se provjeriti detalje odstupanja i postupiti u skladu s pravilima fiskalizacije.",2.0055768489837646,0.0,0.0,0.0,micro_overlap40
Što je AMS i čemu služi?,Informacije o AMS nisu dostupne u dostavljenim podacima. Molim vas da navedete dodatne informacije ili postavite drugo pitanje.,1.1341896057128906,0.0,0.0,0.0,micro_overlap40
Kakvu strukturu mora imati broj eRačuna?,Broj eRačuna mora biti u skladu s EU normom.,1.1036882400512695,0.0,0.5,0.0,micro_overlap40
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na proces u kojem primatelj eRačuna samostalno generira i izdaje eRačun. Fiskalizacija se provodi tako da obveznici fiskalizacije, koji koriste samoposlužne uređaje, moraju slijediti propisane procedure od trenutka kada pravilnik stupi na snagu. To uključuje dostavljanje podataka o eRačunima u sustav fiskalizacije unutar određenih vremenskih okvira, kao što je dostava podataka o odbijenim eRačunima do 20. dana u mjesecu za prethodni mjesec.",2.9961535930633545,0.5,0.5,0.5,micro_overlap40
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije navedena u dostupnim informacijama. Samo je spomenuta obveza za porezne obveznike sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji su upisani u registar obveznika PDV-a.",2.5497725009918213,0.5,0.5,0.5,micro_overlap40
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Informacije o korištenju istog digitalnog certifikata za F1.0 i F2.0 nisu navedene. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz digitalne certifikate za te verzije.,1.5763676166534424,0.5,0.5,0.0,micro_overlap40
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,Informacije o primjeni članka 39. Zakona za B2B transakcije nisu dostupne u dostavljenim podacima. Preporučuje se konzultirati puni tekst Zakona za detalje o toj odredbi.,1.2652266025543213,0.5,0.0,0.0,micro_overlap40
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Nema specifičnih informacija o postupanju s računima za predujam kod izdavanja konačnog računa u dostupnom kontekstu. Preporučuje se konzultirati relevantne propise ili dokumente koji se bave tom tematikom za detaljnije informacije.,1.689889907836914,0.5,0.5,0.0,micro_overlap40
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Informacije o obvezama odvjetničkih ureda koji nisu u sustavu PDV-a nisu dostupne u navedenim podacima.,1.5931024551391602,0.0,0.0,0.0,micro_overlap40
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,Informacije o zaštiti profesionalne tajne odvjetnika u vezi s eRačunima nisu navedene. Preporučuje se konzultirati relevantne zakone ili pravne stručnjake za detalje o ovoj temi.,1.4699673652648926,0.0,0.0,0.0,micro_overlap40
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju uključuju označavanje je li obveznik u sustavu PDV-a ili nije na izdanom računu. Ako je OPG obveznik u sustavu PDV-a, oznaka će biti true, a u suprotnom false.",2.1112864017486572,0.5,0.5,0.5,micro_overlap40
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,Informacije o vrstama dokumenata (šiframa) koje se najčešće koriste za eRačune u Hrvatskoj nisu navedene. Preporučuje se konzultirati relevantne izvore ili propise koji se bave eRačunima za detaljnije informacije.,1.1337692737579346,0.0,0.5,0.0,micro_overlap40
Koja je razlika između poslovnih procesa P4 i P6?,"Informacije o poslovnim procesima P4 i P6 nisu navedene, stoga nije moguće odgovoriti na pitanje o njihovim razlikama.",1.2117574214935303,0.5,0.5,0.0,micro_overlap40
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji zbog različitih statusa, kao što su zaprimljen, naplaćen ili odbijen. Ako eRačun nije pravilno zaprimljen ili nije ispunio uvjete za fiskalizaciju, može biti označen kao nefiskaliziran. Također, ako primatelj eRačuna nije dostavio potrebne podatke o identifikatoru poreznog obveznika, to može utjecati na njegov status.",2.8113527297973633,0.5,0.5,0.5,micro_overlap40
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Informacije o mogućim kaznama za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene. Međutim, postoje obveze vezane uz ispravke i fiskalizaciju eRačuna koje poduzetnici moraju poštovati.",1.6060047149658203,0.5,0.5,0.5,micro_overlap40
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i pouzdanu komunikaciju između sudionika u procesu razmjene elektroničkih računa. Ovaj protokol osigurava integritet, povjerljivost i autentičnost podataka, što je ključno za ispunjavanje zakonskih zahtjeva i zaštitu informacija tijekom prijenosa.",2.3293468952178955,0.5,0.5,0.5,micro_overlap40
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. paušalni obrt će se suočiti s promjenama u vezi s obvezom fiskalizacije, što može utjecati na način na koji obračunava i prikazuje PDV. Ako obrt postane obveznik u sustavu PDV-a, to će značiti da će morati izdavati račune s PDV-om, bez obzira na to tko su kupci. To će također utjecati na način vođenja evidencije i izvještavanja o prihodima.",2.1240594387054443,0.5,0.5,0.5,micro_overlap40
Što je eRačun i mora li biti u PDF formatu?,"eRačun je elektronički račun koji se koristi za fiskalizaciju u prometu gotovinom. Nije navedeno da mora biti u PDF formatu, stoga se može pretpostaviti da postoje i drugi formati koji su prihvatljivi.",1.873082160949707,0.4,0.6,0.3,standard_overlap50
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se osoba koja izdaje eRačun, dok se primateljem eRačuna smatra osoba koja prima eRačun.",1.1065053939819336,0.5,0.5,0.5,standard_overlap50
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,Obveznici koji nisu u sustavu PDV-a moraju početi izdavati i zaprimati eRačune od 1. siječnja 2026. godine.,1.350928783416748,0.8,1.0,0.8,standard_overlap50
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak kojim se u Sustav za fiskalizaciju dostavljaju propisani podaci iz eRačuna. Ovaj postupak obuhvaća fiskalizaciju izdavanja i zaprimanja eRačuna. Fiskalizacija se mora provesti kada se izdaju računi koji se naplaćuju sredstvima koja se smatraju prometom gotovine, u skladu s relevantnim zakonodavstvom.",2.2313625812530518,0.5,0.5,0.5,standard_overlap50
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Nema informacija o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 u dostupnom tekstu. Fokus je na obvezama i pravilima vezanim uz fiskalizaciju računa, uključujući korištenje programskih rješenja i izdavanje računa s jedinstvenim identifikatorom. Za detalje o različitim verzijama fiskalizacije potrebno je konzultirati dodatne izvore.",2.3004276752471924,0.0,0.0,0.0,standard_overlap50
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka se odnosi na mjesto ili način putem kojeg obveznik fiskalizacije može pristupiti sustavu za fiskalizaciju. U kontekstu fiskalizacije, pristupna točka može biti određena tehnička infrastruktura ili aplikacija koja omogućava razmjenu podataka između obveznika i sustava. Tko može biti pristupna točka ovisi o pravilima i uvjetima propisanim u relevantnim zakonima i pravilnicima, a obično uključuje obveznike fiskalizacije koji ispunjavaju određene tehničke i pravne zahtjeve.",2.8141729831695557,0.5,0.5,0.5,standard_overlap50
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,"Informacijski posrednik mora dostaviti dokumentaciju propisanu člankom 61. i uspješno provesti testiranje sukladnosti kako bi ishodio završno izvješće. Nakon ispunjavanja ovih uvjeta, Porezna uprava mu izdaje potvrdu o sukladnosti.",1.7865893840789795,0.5,0.5,0.5,standard_overlap50
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna, pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji.",2.288015604019165,0.8,1.0,0.8,standard_overlap50
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja odvojeno od postupka razmjene eRačuna u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa najkasnije pet radnih dana nakon što je eRačun izdan.",1.7071738243103027,0.5,0.5,0.5,standard_overlap50
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun mora do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o odbijenim eRačunima u Sustav za fiskalizaciju. Ti podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja te razlog odbijanja.",1.8728389739990234,0.8,0.9,0.9,standard_overlap50
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak o KPD-u je obvezan na eRačunu kada obveznici primjene zakona moraju povezati stavku robe i usluge s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,1.8825531005859375,0.6,1.0,0.5,standard_overlap50
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled i uvid u podatke vezane uz fiskalizaciju. Omogućava sljedeće funkcionalnosti:

1. Pregled podataka iz fiskalizacije računa i fiskalizacije eRačuna.
2. Uvid u statuse eRačuna (zaprimljen, naplaćen, odbijen).
3. Uvid u podatke o greškama.
4. Uvid u ostale podatke iz Sustava za fiskalizaciju.",2.378816843032837,0.8,1.0,0.7,standard_overlap50
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim podacima ili transakcijom u sustavu. To može značiti da račun čeka na daljnju obradu ili da nije usklađen s potrebnim informacijama za fiskalizaciju.",2.1522979736328125,0.5,0.5,0.5,standard_overlap50
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,Status 'Odstupanje' u FiskAplikaciji obično ukazuje na neku vrstu nesukladnosti ili greške u podacima koji su poslani ili primljeni. Odbijanje računa može biti potrebno ako se utvrdi da je došlo do značajnog odstupanja koje može utjecati na valjanost transakcije. Preporučuje se provjeriti detalje o uzroku odstupanja i postupiti prema pravilima koja su navedena u relevantnoj dokumentaciji ili pravilniku.,2.2185187339782715,0.5,0.5,0.5,standard_overlap50
Što je AMS i čemu služi?,Informacije o AMS-u nisu dostupne u dostavljenom sadržaju. Preporučujem da potražite dodatne izvore ili dokumente koji se bave tom temom.,1.0714688301086426,0.0,0.0,0.0,standard_overlap50
Kakvu strukturu mora imati broj eRačuna?,Informacije o strukturi broja eRačuna nisu navedene u dostupnom tekstu. Preporučuje se konzultirati relevantne propise ili dokumente koji se bave detaljima o eRačunima za točne informacije.,1.558976650238037,0.0,0.4,0.0,standard_overlap50
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna samostalno generira račun bez prethodnog zahtjeva od strane primatelja. Fiskalizacija eRačuna u ovom slučaju mora se provoditi odvojeno od postupka razmjene eRačuna, a obveznik je dužan izvršiti fiskalizaciju najkasnije pet radnih dana nakon što je eRačun izdan. To uključuje korištenje digitalnog certifikata koji sadrži OIB osobe ovlaštene za dostavu fiskalizacijske poruke.",2.724454164505005,0.5,0.5,0.5,standard_overlap50
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim odredbama. Odredbe se primarno odnose na tuzemne transakcije, a za inozemne transakcije se ne spominje obveza izdavanja eRačuna.",1.620898723602295,0.5,0.5,0.5,standard_overlap50
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Informacije o korištenju digitalnih certifikata za F1.0 i F2.0 nisu navedene. Stoga nije moguće dati odgovor na to pitanje na temelju dostupnih podataka.,1.095611333847046,0.5,0.5,0.0,standard_overlap50
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se izdaju računi koji se naplaćuju sredstvima koja se ne smatraju prometom gotovine, uz uvjet da su ispunjeni svi relevantni propisi i odredbe vezane uz fiskalizaciju.",1.6574888229370117,0.5,0.5,0.5,standard_overlap50
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Informacije o postupanju s računima za predujam kod izdavanja konačnog računa nisu navedene. Preporučuje se konzultirati relevantne propise ili dokumente koji se bave tom tematikom za detaljnije upute.,1.6019287109375,0.0,0.0,0.0,standard_overlap50
