question,generated_answer,latency,faithfulness,context_relevancy,answer_correctness,strategy
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,"Podatak KPD-a je obvezan na eRačunu kada se koristi važeći statistički standard Klasifikacija proizvoda po djelatnostima, što je propisano zakonom.",1.9258453845977783,0.5,0.5,0.5,micro_overlap20
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za aplikaciju za fiskalizaciju i eIzvještavanje. Omogućava pregled podataka iz fiskalizacije računa i fiskalizacije eRačuna, kao i uvid u statuse eRačuna, koji mogu biti zaprimljen, naplaćen ili odbijen.",2.6747095584869385,0.6,0.8,0.6,micro_overlap20
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim podacima ili transakcijom. To može značiti da račun nije usklađen s očekivanim podacima ili da je potrebno dodatno provjeriti informacije kako bi se osigurala pravilna fiskalizacija.",4.011418581008911,0.5,0.5,0.5,micro_overlap20
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da je došlo do problema s određenim računom, što može uključivati odbijanje određivanja Jedinstvenog identifikatora računa. U takvim slučajevima, primatelj eRačuna može biti smatran kao da je dostavio izjavu da neće koristiti pravo na pretporez po tom eRačunu. Stoga, ako se suočavate s ovim statusom, preporučuje se odbijanje računa.",3.968848943710327,0.0,0.2,0.0,micro_overlap20
Što je AMS i čemu služi?,"AMS je sustav koji omogućava pohranu i upravljanje podacima vezanim uz porezne obveznike. Njegova svrha je omogućiti primateljima eRačuna da odmah dostave svaku promjenu podataka, čime se osigurava ažurnost i točnost informacija.",2.2064781188964844,0.5,0.5,0.5,micro_overlap20
Kakvu strukturu mora imati broj eRačuna?,Broj eRačuna mora biti jedinstven na razini OIB-a obveznika i može sadržavati samo znamenke 0-9.,1.4572186470031738,0.5,0.5,0.5,micro_overlap20
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,Samoizdavanje eRačuna odnosi se na situaciju kada korisnik samostalno izdaje eRačun. Fiskalizacija u ovom slučaju podrazumijeva da se propisani podaci iz eRačuna dostavljaju u Sustav za fiskalizaciju najkasnije pet radnih dana nakon što je eRačun izdan. To osigurava da su svi izdani eRačuni pravilno evidentirani i usklađeni s fiskalnim propisima.,2.9466211795806885,0.7,0.9,0.8,micro_overlap20
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije navedena u dostupnim informacijama. Informacije se fokusiraju na obvezu izdavanja eRačuna za tuzemne transakcije, uz iznimku kada je izdavatelj izuzet od te obveze prema posebnom zakonu.",2.0799310207366943,0.7,0.6,0.6,micro_overlap20
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0.,1.7485370635986328,0.0,0.2,0.0,micro_overlap20
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti za B2B transakcije koje se plaćaju gotovinom ili karticom, a za koje se izdaje račun i provodi postupak fiskalizacije.",1.859076738357544,0.7,0.6,0.8,micro_overlap20
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,"Postupak s računima za predujam kod izdavanja konačnog računa uključuje ispravak podataka na računu. Kada se izda konačni račun, obveznik fiskalizacije odmah izdaje kupcu račun koji ispravlja podatke s prethodnog računa, uključujući jedinstveni identifikator računa.",2.380523920059204,0.5,0.5,0.5,micro_overlap20
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,Obveze odvjetničkih ureda koji nisu u sustavu PDV-a nisu navedene u dostupnim informacijama. Preporučuje se konzultirati relevantne zakone ili propise koji se odnose na odvjetničke usluge i fiskalizaciju za detaljnije informacije.,1.852421760559082,0.5,0.5,0.0,micro_overlap20
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,Informacije o zaštiti profesionalne tajne odvjetnika kod eRačuna nisu navedene u dostupnim podacima. Preporučuje se konzultacija s relevantnim pravnim izvorima ili stručnjacima za detalje o ovoj temi.,2.2023074626922607,0.0,0.5,0.0,micro_overlap20
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveznici fiskalizacije računa, uključujući OPG-e, dužni su provoditi fiskalizaciju računa propisanu zakonom za sve djelatnosti, osim za ostvarene promete u djelatnostima koje su izuzete prema članku 4. zakona.",2.1492905616760254,0.5,0.5,0.5,micro_overlap20
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,Informacije o vrstama dokumenata (šiframa) koje se najčešće koriste za eRačune u Hrvatskoj nisu navedene u dostupnom sadržaju.,1.5949757099151611,0.0,0.0,0.0,micro_overlap20
Koja je razlika između poslovnih procesa P4 i P6?,"Nema dostupnih informacija o poslovnim procesima P4 i P6 u dostavljenim podacima. Da bi se utvrdila razlika između tih poslovnih procesa, potrebne su dodatne informacije ili kontekst koji se odnosi na njih.",2.2666497230529785,0.5,0.5,0.0,micro_overlap20
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji ako primatelj eRačuna nije potvrdio primitak eRačuna, što je potrebno da bi podatak o identifikatoru postao javno dostupan. Bez te potvrde, eRačun ne može biti pravilno fiskaliziran.",2.167397975921631,0.5,0.5,0.5,micro_overlap20
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Informacije o standardnim porukama o greškama i protokolima o postupanju u slučaju grešaka ukazuju na to da postoji regulativa koja se bavi tim pitanjem. Međutim, specifične odredbe o kaznama za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene. Preporučuje se konzultirati relevantne zakone ili propise za detaljnije informacije o mogućim sankcijama.",3.231234073638916,0.6,0.6,0.7,micro_overlap20
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i pouzdanu komunikaciju između različitih sustava. Osigurava interoperabilnost i podržava razmjenu podataka putem pristupnih točaka, što je ključno za učinkovito upravljanje eRačunima.",2.2382099628448486,0.5,0.5,0.5,micro_overlap20
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. godine, paušalni obrti koji imaju B2B kupce koji plaćaju karticom ili gotovinom moraju se prilagoditi novim pravilima fiskalizacije. To uključuje obavezu izdavanja računa za takve transakcije, kao i prijavu promjene načina plaćanja kada dođe do promjene u načinu na koji se transakcije obrađuju. Ove promjene će utjecati na način vođenja poslovanja i obveze prema fiskalnim propisima.",2.9003591537475586,0.6,0.7,0.7,micro_overlap20
Što je eRačun i mora li biti u PDF formatu?,"eRačun je račun koji je izdan, poslan i zaprimljen u strukturiranom elektroničkom obliku, a koji omogućuje njegovu automatsku i elektroničku obradu. Nije navedeno da eRačun mora biti u PDF formatu.",2.793013334274292,0.5,0.5,0.5,micro_overlap40
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavateljem eRačuna smatra se porezni obveznik sa sjedištem, prebivalištem ili uobičajenim boravištem u tuzemstvu koji je upisan u registar obveznika PDV-a. Primatelj eRačuna je osoba ili entitet koji prima eRačun za tuzemne transakcije.",2.253878355026245,0.5,1.0,0.5,micro_overlap40
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune od trenutka kada su propisani uvjeti za to, što uključuje obvezu zaprimanja eRačuna na način propisan zakonom. Točan datum početka obveze nije naveden u dostupnim informacijama.",2.4235544204711914,0.5,0.5,0.0,micro_overlap40
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak koji se provodi za primljeni eRačun, a obaveza je primatelja eRačuna. Ovaj postupak mora se provesti odvojeno od razmjene eRačuna, najkasnije pet radnih dana od trenutka kada je eRačun primljen. Također, u slučaju tehničke nemogućnosti ili prekida internetske veze, fiskalizacija se može provesti računajući od dana kada je došlo do tog prekida.",3.223541021347046,0.5,0.5,0.5,micro_overlap40
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,"Na temelju dostupnih informacija, nisu navedene specifične razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0. Za detaljne informacije o tim verzijama fiskalizacije, preporučuje se konzultacija s relevantnim zakonodavnim dokumentima ili izvorima koji se bave tom tematikom.",2.1483097076416016,0.5,0.5,0.5,micro_overlap40
Što je pristupna točka i tko može biti pristupna točka?,"Pristupna točka je element sustava koji omogućava korisnicima da šalju zahtjeve i odmah primaju odgovore. Pristupna točka može biti različita, a može uključivati uređaje, aplikacije ili sustave koji su dizajnirani za interakciju s korisnicima ili drugim sustavima. Tko može biti pristupna točka ovisi o specifičnom kontekstu i implementaciji sustava.",3.2936673164367676,0.0,0.5,0.0,micro_overlap40
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,Informacijski posrednik mora ispuniti uvjete propisane člankom 59. te dostaviti dokumentaciju koja je navedena u članku 61. kako bi mogao obavljati poslove prema odredbama Zakona.,1.8639492988586426,0.5,0.5,0.5,micro_overlap40
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Korištenje ove aplikacije je besplatno, što znači da je dostupna svima koji žele koristiti njezine funkcionalnosti.",2.6550581455230713,0.5,0.5,0.5,micro_overlap40
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja prilikom izdavanja eRačuna, kada dostavlja podatke o datumu izdavanja eRačuna, broju eRačuna i drugim relevantnim informacijama.",2.903877019882202,0.4,0.5,0.4,micro_overlap40
Što mora napraviti primatelj eRačuna koji odbija eRačun?,Primatelj eRačuna mora do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o eRačunima koje je odbio u prethodnom mjesecu.,1.5467870235443115,0.7,1.0,0.8,micro_overlap40
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,"Podatak KPD-a je obvezan na eRačunu u skladu s propisima koji se odnose na fiskalizaciju, a koristi se za potrebe klasifikacije proizvoda po djelatnostima.",1.7003076076507568,0.5,0.5,0.5,micro_overlap40
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za fiskalizaciju računa i eRačuna. Omogućava pregled podataka iz fiskalizacije, uvid u statuse eRačuna, kao što su zaprimljen, naplaćen ili odbijen.",1.78065824508667,0.5,0.5,0.5,micro_overlap40
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun primljen, ali još nije povezan s odgovarajućim identifikatorom ili korisnikom. To može značiti da primatelj eRačuna nije potvrdio ili obradio račun unutar aplikacije.",2.61572527885437,0.5,0.5,0.5,micro_overlap40
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da je došlo do problema s određenim računom, što može uključivati odbijanje određivanja Jedinstvenog identifikatora računa. U takvim slučajevima, primatelj eRačuna može biti smatran kao da je dostavio izjavu da neće koristiti pravo na pretporez po tom eRačunu. Stoga, ako se suočavate s ovim statusom, preporučuje se odbiti račun.",3.074559211730957,0.5,0.5,0.0,micro_overlap40
Što je AMS i čemu služi?,"AMS je sustav koji omogućava pohranu i upravljanje podacima vezanim uz porezne obveznike. Njegova svrha je omogućiti primateljima eRačuna da odmah dostave svaku promjenu podataka, čime se osigurava ažurnost i točnost informacija.",2.499220132827759,0.6,1.0,0.7,micro_overlap40
Kakvu strukturu mora imati broj eRačuna?,Broj eRačuna mora biti jedinstven na razini OIB-a obveznika i može sadržavati samo znamenke od 0 do 9.,1.6858694553375244,0.5,0.5,0.4,micro_overlap40
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj eRačuna samostalno generira račun bez posredovanja treće strane. U tom slučaju, obveza fiskalizacije eRačuna podrazumijeva da izdavatelj i primatelj eRačuna moraju provoditi fiskalizaciju za svaki izdani i zaprimljeni eRačun. Fiskalizacija se mora provesti najkasnije pet radnih dana nakon što je eRačun izdan.",2.948047161102295,0.5,0.5,0.7,micro_overlap40
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,Obveza izdavanja eRačuna za inozemne transakcije nije navedena u dostupnim informacijama. Informacije se odnose samo na tuzemne transakcije i izuzeća od obveze izdavanja računa prema posebnom zakonu.,2.5296850204467773,0.5,0.5,0.5,micro_overlap40
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0.,1.5948657989501953,0.5,0.5,0.0,micro_overlap40
Kada se može primijeniti članak 39. Zakona za B2B transakcije?,"Članak 39. Zakona može se primijeniti na B2B transakcije kada se radi o poslovanju koje uključuje internetsku trgovinu, pokretnu trgovinu ili slične aktivnosti, osobito ako se djelatnost obavlja na terenu ili na povremenim mjestima obavljanja djelatnosti.",3.0479228496551514,0.5,0.5,0.5,micro_overlap40
Kako se postupa s računima za predujam kod izdavanja konačnog računa?,Nema informacija o postupanju s računima za predujam kod izdavanja konačnog računa u dostupnom sadržaju.,1.370304822921753,0.0,0.0,0.0,micro_overlap40
Koje su obveze odvjetničkih ureda koji nisu u sustavu PDV-a?,"Obveze odvjetničkih ureda koji nisu u sustavu PDV-a nisu izravno navedene u dostupnim informacijama. Međutim, općenito se može pretpostaviti da bi se trebali pridržavati relevantnih propisa koji se odnose na samostalne djelatnosti i porez na dohodak. Za specifične obveze, preporučuje se konzultacija s pravnikom ili stručnjakom za poreznu problematiku.",3.2782604694366455,0.0,0.5,0.0,micro_overlap40
Kako se štiti profesionalna tajna odvjetnika kod eRačuna?,"Profesionalna tajna odvjetnika kod eRačuna štiti se primjenom odredbi koje se odnose na posebne sigurnosne mjere, u skladu sa zakonima i drugim propisima. Ove mjere osiguravaju da se informacije koje su zaštićene propisanim stupnjem tajnosti adekvatno čuvaju i ne otkrivaju bez odgovarajuće zaštite.",3.7833645343780518,0.5,0.5,0.5,micro_overlap40
Koje su obveze OPG-a u sustavu PDV-a vezano uz fiskalizaciju?,"Obveznici fiskalizacije računa, uključujući OPG-e, dužni su provoditi fiskalizaciju računa propisanu zakonom za sve djelatnosti, osim za ostvarene promete u djelatnostima koje su izuzete prema članku 4. zakona.",2.4633045196533203,0.5,0.5,0.5,micro_overlap40
Koje vrste dokumenata (šifre) se najčešće koriste za eRačune u Hrvatskoj?,Informacije o vrstama dokumenata (šiframa) koje se najčešće koriste za eRačune u Hrvatskoj nisu navedene u dostupnom sadržaju.,1.7132999897003174,0.0,0.0,0.0,micro_overlap40
Koja je razlika između poslovnih procesa P4 i P6?,Nema dovoljno informacija o poslovnim procesima P4 i P6 u dostavljenim podacima. Potrebne su dodatne informacije kako bi se mogla utvrditi razlika između ta dva procesa.,2.220477819442749,0.5,0.3,0.0,micro_overlap40
Zašto se eRačun pojavljuje kao nefiskaliziran u FiskAplikaciji?,"eRačun se može pojaviti kao nefiskaliziran u FiskAplikaciji ako primatelj eRačuna nije potvrdio primitak eRačuna, što uključuje i situaciju kada se koristi usluga informacijskog posrednika. U tom slučaju, podatak o identifikatoru eRačuna postaje javno dostupan tek nakon potvrde primatelja.",3.1883444786071777,0.5,0.5,0.5,micro_overlap40
Hoće li se poduzetnici kažnjavati zbog grešaka u fiskalizaciji eRačuna?,"Informacije o standardnim porukama o greškama i protokolima o postupanju u slučaju grešaka sugeriraju da postoji regulativa koja se bavi tim pitanjem. Međutim, konkretne mjere kazne za poduzetnike zbog grešaka u fiskalizaciji eRačuna nisu navedene.",4.416144132614136,0.5,0.5,0.5,micro_overlap40
Zašto je AS4 protokol važan za razmjenu eRačuna?,"AS4 protokol je važan za razmjenu eRačuna jer omogućava sigurnu i pouzdanu komunikaciju između različitih sustava putem pristupnih točaka. Osigurava interoperabilnost i usklađenost s EU normama, što je ključno za efikasnu razmjenu eRačuna.",2.2568397521972656,0.5,0.5,0.5,micro_overlap40
"Paušalni obrt nije u sustavu PDV-a, većina kupaca su građani koji plaćaju na transakcijski račun, ali povremeno ima i B2B kupce koji plaćaju karticom. Što se mijenja u njegovom poslovanju od 1.1.2026?","Od 1.1.2026. godine, paušalni obrti koji imaju B2B kupce koji plaćaju karticom ili gotovinom morat će provoditi postupak fiskalizacije računa. To uključuje obavezu izdavanja računa s promijenjenim OIB-om primatelja računa za takve transakcije.",2.90509295463562,0.6,0.7,0.5,micro_overlap40
Što je eRačun i mora li biti u PDF formatu?,eRačun je elektronički račun koji mora biti u skladu s EU normom. Nema informacija koje bi sugerirale da eRačun mora biti u PDF formatu.,1.6432116031646729,0.5,0.5,0.5,standard_overlap50
Tko se smatra izdavateljem i primateljem eRačuna prema Zakonu o fiskalizaciji?,"Izdavatelj eRačuna je osoba ili pravna osoba koja izdaje eRačun za tuzemne transakcije, dok je primatelj eRačuna osoba ili pravna osoba koja prima eRačun.",2.1922264099121094,0.7,1.0,0.7,standard_overlap50
Od kada obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune?,"Obveznici koji nisu u sustavu PDV-a moraju izdavati i zaprimati eRačune prema propisima koji se odnose na obveznike poreza na dohodak od samostalne djelatnosti i obveznike poreza na dobit, a koji imaju sjedište, prebivalište ili uobičajeno boravište u tuzemstvu. To se odnosi na obveznike koji nisu upisani u registar obveznika PDV-a. Točan datum početka obveze nije naveden u dostupnim informacijama.",4.585510015487671,0.0,0.5,0.0,standard_overlap50
Što je fiskalizacija eRačuna i kada se mora provesti?,"Fiskalizacija eRačuna je postupak u kojem se u Sustav za fiskalizaciju dostavljaju propisani podaci iz eRačuna, obuhvaćajući fiskalizaciju izdavanja i zaprimanja eRačuna. Ova fiskalizacija mora biti provedena za tuzemne transakcije koje se obavljaju primatelju eRačuna, osim ako je izdavatelj izuzet od obveze izdavanja računa prema posebnom zakonu. Ako izdavatelj, unatoč izuzeću, izda račun, obvezan je to učiniti kao eRačun, uz sve obveze koje proizlaze iz zakonskih odredbi.",3.696103811264038,0.7,1.0,0.8,standard_overlap50
Koje su glavne razlike između Fiskalizacije 1.0 i Fiskalizacije 2.0?,Informacije o razlikama između Fiskalizacije 1.0 i Fiskalizacije 2.0 nisu navedene. Preporučuje se konzultirati relevantne izvore ili dokumente koji se bave tim temama za detaljnije informacije.,2.0857956409454346,0.0,0.0,0.0,standard_overlap50
Što je pristupna točka i tko može biti pristupna točka?,Pristupna točka je sredstvo putem kojeg obveznici fiskalizacije komuniciraju s Poreznom upravom. Pristupna točka može biti ili naplatni uređaj ili informacijski sustav obveznika fiskalizacije.,1.8555724620819092,0.5,0.5,0.5,standard_overlap50
Što mora informacijski posrednik napraviti da bi mogao pružati usluge?,Informacijski posrednik mora dostaviti Poreznoj upravi dokumentaciju koja uključuje detaljan opis sredstava implementiranih za osiguranje sigurnosti osobnih podataka prije nego što pristupi završnom testiranju sukladnosti.,2.338876724243164,0.5,0.5,0.5,standard_overlap50
Što je aplikacija MIKROeRAČUN i tko je može koristiti?,"Aplikacija MIKROeRAČUN omogućava izdavanje, zaprimanje i pohranu eRačuna, kao i fiskalizaciju izdanih i zaprimljenih eRačuna. Pravo na korištenje ove aplikacije imaju izdavatelj i primatelj eRačuna pod uvjetom da su korisnici sustava ePorezna, nisu upisani u registar obveznika PDV-a i nisu obveznici primjene propisa o elektroničkom izdavanju računa u javnoj nabavi kao javni naručitelji. Porezni obveznik koji želi koristiti aplikaciju dužan je prihvatiti opće uvjete korištenja.",4.504024982452393,0.5,1.0,0.8,standard_overlap50
Kada izdavatelj eRačuna mora provoditi postupak eIzvještavanja?,"Izdavatelj eRačuna mora provoditi postupak eIzvještavanja odvojeno od postupka razmjene eRačuna u trenutku izdavanja eRačuna, a u slučaju samoizdavanja računa najkasnije pet radnih dana nakon što je eRačun izdan.",2.047045946121216,0.5,0.5,0.5,standard_overlap50
Što mora napraviti primatelj eRačuna koji odbija eRačun?,"Primatelj eRačuna koji odbija eRačun mora do 20. dana u mjesecu za prethodni mjesec dostaviti podatke o odbijenim eRačunima u Sustav za fiskalizaciju. Ti podaci uključuju datum izdavanja eRačuna, broj eRačuna, OIB izdavatelja i primatelja eRačuna, datum odbijanja te razlog odbijanja.",2.8427913188934326,0.8,0.9,0.8,standard_overlap50
Je li podatak KPD-a obvezan na eRačunu i u kojim slučajevima?,Podatak o KPD-u je obvezan na eRačunu kada obveznici primjene zakona moraju povezati stavku robe i usluge s ispravnom klasifikacijskom oznakom iz KPD-a. Ova oznaka mora biti iskazana u eRačunu kao šesteroznamenkasti broj.,2.094654083251953,0.5,0.5,0.5,standard_overlap50
Čemu služi FiskAplikacija i koje funkcionalnosti omogućava?,"FiskAplikacija služi za pregled fiskaliziranih podataka i upravljanje ovlaštenjima za razmjenu eRačuna i fiskalizaciju. Omogućava uvid u statuse računa, informativno ispunjenu prijavu poreza na dodanu vrijednost (PDV) za određeno razdoblje oporezivanja, te unos podataka potrebnih za fiskalizaciju i eIzvještavanje.",2.8242204189300537,0.6,1.0,0.8,standard_overlap50
Što znači status 'Zaprimljen i neuparen' u FiskAplikaciji?,"Status 'Zaprimljen i neuparen' u FiskAplikaciji označava da je eRačun zaprimljen, ali još nije povezan s odgovarajućim fiskaliziranim podacima ili drugim relevantnim informacijama. To može značiti da račun čeka na daljnju obradu ili usklađivanje s drugim podacima u sustavu.",2.3811733722686768,0.5,0.5,0.5,standard_overlap50
Što znači status 'Odstupanje' u FiskAplikaciji i treba li zbog toga odbiti račun?,"Status 'Odstupanje' u FiskAplikaciji označava da postoji neka vrsta nesukladnosti ili problema s računom. Međutim, odluka o odbijanju računa ovisi o specifičnim okolnostima i razlozima koji su doveli do tog statusa. Preporučuje se da se dodatno istraže razlozi za 'Odstupanje' kako bi se donijela informirana odluka o tome treba li račun odbiti ili ne.",3.1137545108795166,0.5,0.5,0.5,standard_overlap50
Što je AMS i čemu služi?,AMS je metapodatkovni servis koji omogućava objavu identifikatora poreznih obveznika primatelja eRačuna. Služi za pružanje podataka o krajnjoj adresi primatelja eRačuna i informacijama o poreznim obveznicima prema Listi identifikatora poreznih obveznika.,2.5496816635131836,0.9,1.0,0.8,standard_overlap50
Kakvu strukturu mora imati broj eRačuna?,"Broj eRačuna mora imati sljedeću strukturu: brojčana oznaka računa/oznaka poslovnog prostora/oznaka naplatnog uređaja. Na primjer, to može izgledati ovako: 1234567890/POSL1/12. Brojčana oznaka računa može sadržavati samo znamenke 0-9 i ne smije imati vodeće nule. Oznaka poslovnog prostora može sadržavati znamenke i slova (0-9, a-z, A-Z) i mora biti jedinstvena na razini OIB-a obveznika. Oznaka naplatnog uređaja također može sadržavati samo znamenke 0-9, ne smije imati vodeće nule i mora biti jedinstvena unutar jednog poslovnog prostora obveznika.",3.6869935989379883,0.7,0.9,0.8,standard_overlap50
Što je samoizdavanje eRačuna i kako se provodi fiskalizacija?,"Samoizdavanje eRačuna odnosi se na situaciju kada izdavatelj računa, unatoč izuzeću od obveze izdavanja eRačuna, odluči izdati eRačun. U tom slučaju, obvezan je izdati eRačun u skladu sa svim propisima koji proizlaze iz zakona.

Fiskalizacija eRačuna je postupak u kojem se propisani podaci iz eRačuna dostavljaju u Sustav za fiskalizaciju. Ovaj postupak uključuje fiskalizaciju izdavanja i zaprimanja eRačuna, čime se omogućuje učinkovit nadzor prometa u krajnjoj potrošnji. Fiskalizacija se također primjenjuje na prodaju putem samoposlužnih uređaja, bez obzira na to postoji li obveza izdavanja računa prema posebnim propisima.",4.016003131866455,0.5,0.5,0.5,standard_overlap50
Kada postoji obveza izdavanja eRačuna za inozemne transakcije?,"Obveza izdavanja eRačuna za inozemne transakcije nije izričito navedena u dostupnim informacijama. Stoga, za specifične uvjete vezane uz inozemne transakcije, potrebno je konzultirati dodatne odredbe zakona ili relevantne pravne izvore.",2.1528730392456055,0.7,0.7,0.4,standard_overlap50
Može li se isti digitalni certifikat koristiti za F1.0 i F2.0?,Nema informacija o mogućnosti korištenja istog digitalnog certifikata za F1.0 i F2.0 u dostupnom sadržaju. Preporučuje se provjeriti specifične zahtjeve ili smjernice vezane uz te verzije.,1.6746766567230225,0.5,0.5,0.0,standard_overlap50
